Results For: memcpy
length,align1,align2,dst > src, New Time / Old Time
5056,1,79,0,0.921
5056,1,79,1,0.921
5056,2095,1,0,1.032
5056,2095,1,1,1.034
5056,2049,47,0,0.918
5056,2049,47,1,0.917
5120,0,0,0,1.003
5120,0,0,1,1.003
5120,48,0,0,1.068
5120,48,0,1,1.068
5120,80,0,0,1.068
5120,80,0,1,1.068
5120,0,48,0,1.065
5120,0,48,1,1.065
5120,0,80,0,1.064
5120,0,80,1,1.065
5120,48,48,0,1.004
5120,48,48,1,1.004
5120,80,80,0,1.005
5120,80,80,1,1.005
5120,2048,0,0,1.005
5120,2048,0,1,1.005
5120,2096,0,0,1.068
5120,2096,0,1,1.068
5120,2048,48,0,1.065
5120,2048,48,1,1.065
5120,2096,48,0,1.005
5120,2096,48,1,1.005
5120,48,1,0,1.033
5120,48,1,1,1.031
5120,1,48,0,0.898
5120,1,48,1,0.898
5120,80,1,0,0.844
5120,80,1,1,0.844
5120,1,80,0,0.898
5120,1,80,1,0.898
5120,2096,1,0,0.856
5120,2096,1,1,0.855
5120,2049,48,0,0.898
5120,2049,48,1,0.898
